,ue,Pm,Pmp,P,Po,Y(I),Y(ND),Y(NA),plant_species,plant_genotype,plant_id
0,250,1.0,0.6700403264919615,0.33800866908441973,0.00011630353526025025,0.3320316574075418,0.33789236554915947,0.32995967350803845,rice,Pho1DL80[K]#10,2
1,500,1.0,0.7543663723317993,0.4593386837872702,0.00823124925542479,0.29502768854452904,0.45110743453184543,0.24563362766820074,rice,Pho1DL80[K]#10,2
2,1000,1.0,0.8079210360111555,0.6137673282478778,0.003647310498615699,0.19415370776327767,0.6101200177492622,0.1920789639888445,rice,Pho1DL80[K]#10,2
3,1700,1.0,0.7823760415136535,0.7005789330574398,0.00846693526370503,0.08179710845621369,0.6921119977937348,0.21762395848634652,rice,Pho1DL80[K]#10,2
