,ue,Pm,Pmp,P,Po,Y(I),Y(ND),Y(NA),plant_species,plant_genotype,plant_id
0,250,1.0,0.4512841198936971,0.1939359077255104,0.00285239628006169,0.2573482121681867,0.1910835114454487,0.5487158801063029,rice,BMF136,2
1,500,1.0,0.4719804457827981,0.242954486098253,0.00046067500550566506,0.2290259596845451,0.2424938110927473,0.5280195542172019,rice,BMF136,2
2,1000,1.0,0.568511817451703,0.4206031488544169,0.0017413503964413303,0.14790866859728607,0.41886179845797555,0.431488182548297,rice,BMF136,2
3,1700,1.0,0.5282456435096783,0.4320774175091732,0.0001920158482934145,0.09616822600050506,0.4318854016608798,0.4717543564903217,rice,BMF136,2
