plant_species,plant_genotype,plant_id,ue,Pm,Pmp,P,Po,Y(I),Y(ND),Y(NA)
rice,aPho1DL80,1,250,1.0,0.6417440841203443,0.2759256281295749,0.0004584991085213,0.3658184559907694,0.2754671290210535,0.3582559158796556
rice,aPho1DL80,1,500,1.0,0.6059227840537873,0.2843312387789616,-0.0009206458115705,0.3215915452748256,0.2852518845905322,0.3940772159462127
rice,aPho1DL80,1,1000,1.0,0.6402695748015491,0.4237676360632181,-0.0010740447186398,0.216501938738331,0.4248416807818579,0.3597304251984509
rice,aPho1DL80,1,1700,1.0,0.7322307540660222,0.6041033751582672,0.0013790435065762,0.128127378907755,0.6027243316516909,0.2677692459339778
rice,aPho1DL80,2,250,1.0,0.5996649054430522,0.2283304092449649,-0.0009632907818213,0.3713344961980872,0.2292937000267862,0.4003350945569478
rice,aPho1DL80,2,500,1.0,0.5828938548199044,0.262082403064398,-0.0015577575745827,0.3208114517555063,0.2636401606389808,0.4171061451800956
rice,aPho1DL80,2,1000,1.0,0.6417194702225387,0.4386257116628212,0.0002544948519126,0.2030937585597175,0.4383712168109085,0.3582805297774613
rice,aPho1DL80,2,1700,1.0,0.7016852951218826,0.6040354859997918,-5.570856389921996e-05,0.0976498091220907,0.6040911945636911,0.2983147048781174
rice,aPho1,1,250,1.0,0.6762255350363654,0.3516964951105377,0.0056256858548717,0.3245290399258276,0.3460708092556659,0.3237744649636346
rice,aPho1,1,500,1.0,0.7265558749005432,0.4258938106269477,0.003813558150219,0.3006620642735955,0.4220802524767286,0.2734441250994568
rice,aPho1,1,1000,1.0,0.818898415412786,0.6202637609071616,0.0053633879713118,0.1986346545056243,0.6149003729358498,0.181101584587214
rice,aPho1,1,1700,1.0,0.8250524553636881,0.7311618989334417,0.0025238412584378,0.0938905564302463,0.7286380576750039,0.1749475446363119
rice,aPho1,2,250,1.0,0.6852045837119942,0.3005819208807311,-0.000493227501472,0.384622662831263,0.3010751483822032,0.3147954162880058
rice,aPho1,2,500,1.0,0.7527933929865523,0.4330571365441615,-0.0037853877785865,0.3197362564423908,0.436842524322748,0.2472066070134476
rice,aPho1,2,1000,1.0,0.7442234747914135,0.5657046988253339,0.0024376397596768,0.1785187759660795,0.5632670590656571,0.2557765252085865
rice,aPho1,2,1700,1.0,0.5309410617393181,0.4251749163419972,-0.0010563163072183,0.1057661453973208,0.4262312326492155,0.4690589382606819
rice,BMF136,1,250,1.0,0.6040039575421305,0.2598214493780101,-0.0033862025919294,0.3441825081641204,0.2632076519699396,0.3959960424578694
rice,BMF136,1,500,1.0,0.5873097997863538,0.3037759606063325,-0.0006828270560487,0.2835338391800213,0.3044587876623812,0.4126902002136462
rice,BMF136,1,1000,1.0,0.7126651564801302,0.5093975968888019,0.0036234172608201,0.2032675595913282,0.5057741796279818,0.2873348435198698
rice,BMF136,1,1700,1.0,0.6974268479214549,0.609473686268291,0.0007892251789944,0.0879531616531639,0.6086844610892966,0.302573152078545
rice,BMF136,2,250,1.0,0.4512841198936971,0.1939359077255104,0.0028523962800616,0.2573482121681867,0.1910835114454487,0.5487158801063029
rice,BMF136,2,500,1.0,0.4719804457827981,0.242954486098253,0.0004606750055056,0.2290259596845451,0.2424938110927473,0.5280195542172019
rice,BMF136,2,1000,1.0,0.568511817451703,0.4206031488544169,0.0017413503964413,0.147908668597286,0.4188617984579755,0.431488182548297
rice,BMF136,2,1700,1.0,0.5282456435096783,0.4320774175091732,0.0001920158482934,0.096168226000505,0.4318854016608798,0.4717543564903217
rice,Pho1DL80[K]#10,1,250,1.0,0.6962835615465137,0.2404133922808294,0.0058030342023199,0.4558701692656842,0.2346103580785095,0.3037164384534863
rice,Pho1DL80[K]#10,1,500,1.0,0.707190758530995,0.35692701986403,0.0008137349541301,0.350263738666965,0.3561132849098998,0.292809241469005
rice,Pho1DL80[K]#10,1,1000,1.0,0.7629905875251735,0.5361115930381479,0.0048421587335246,0.2268789944870255,0.5312694343046233,0.2370094124748265
rice,Pho1DL80[K]#10,1,1700,1.0,0.8524030809136242,0.7355018279661514,0.008511057356723,0.1169012529474727,0.7269907706094284,0.1475969190863758
rice,Pho1DL80[K]#10,2,250,1.0,0.6700403264919615,0.3380086690844197,0.0001163035352602,0.3320316574075418,0.3378923655491594,0.3299596735080384
rice,Pho1DL80[K]#10,2,500,1.0,0.7543663723317993,0.4593386837872702,0.0082312492554247,0.295027688544529,0.4511074345318454,0.2456336276682007
rice,Pho1DL80[K]#10,2,1000,1.0,0.8079210360111555,0.6137673282478778,0.0036473104986156,0.1941537077632776,0.6101200177492622,0.1920789639888445
rice,Pho1DL80[K]#10,2,1700,1.0,0.7823760415136535,0.7005789330574398,0.008466935263705,0.0817971084562136,0.6921119977937348,0.2176239584863465
rice,Pho1DL80[K]#12,1,250,1.0,0.6088997283826888,0.2449848597668454,0.0019048459913545,0.3639148686158434,0.2430800137754909,0.3911002716173112
rice,Pho1DL80[K]#12,1,500,1.0,0.6007766505344561,0.262339929521578,0.0023042861714996,0.338436721012878,0.2600356433500783,0.3992233494655439
rice,Pho1DL80[K]#12,1,1000,1.0,0.6876774333954927,0.4313308822533811,-0.0007284490464613,0.2563465511421116,0.4320593312998425,0.3123225666045073
rice,Pho1DL80[K]#12,1,1700,1.0,0.7494375231195973,0.5867297579672514,0.0024930647791539,0.1627077651523459,0.5842366931880975,0.2505624768804027
rice,Pho1DL80[K]#12,2,250,1.0,0.5113391061241505,0.2591333750183067,-0.0022085581603561,0.2522057311058437,0.2613419331786628,0.4886608938758495
rice,Pho1DL80[K]#12,2,500,1.0,0.5624946671227191,0.3180226795097028,-0.0016994325780251,0.2444719876130163,0.3197221120877279,0.4375053328772809
rice,Pho1DL80[K]#12,2,1000,1.0,0.7203968573589447,0.5294031736219528,-0.0021600153583716,0.1909936837369918,0.5315631889803244,0.2796031426410553
rice,Pho1DL80[K]#12,2,1700,1.0,0.7201710541298223,0.6446579632139678,-0.0038362162053144,0.0755130909158544,0.6484941794192823,0.2798289458701777
rice,Pho1DL80[K]#4,1,250,1.0,0.6384296418636751,0.2172983151017786,0.0004092596243029,0.4211313267618964,0.2168890554774756,0.3615703581363249
rice,Pho1DL80[K]#4,1,500,1.0,0.5993000816316071,0.2494374305723521,-0.0020881194123398,0.3498626510592549,0.251525549984692,0.4006999183683929
rice,Pho1DL80[K]#4,1,1000,1.0,0.6812234993880956,0.4410294457750663,-0.0041745647209573,0.2401940536130292,0.4452040104960236,0.3187765006119044
rice,Pho1DL80[K]#4,1,1700,1.0,0.7853567069095218,0.6290115775899385,-0.0013176143872179,0.1563451293195832,0.6303291919771564,0.2146432930904782
rice,Pho1DL80[K]#4,2,250,1.0,0.6483506895082496,0.2255724096157184,0.0015944332059991,0.4227782798925311,0.2239779764097193,0.3516493104917504
rice,Pho1DL80[K]#4,2,500,1.0,0.6488601812279172,0.3265501984783377,-0.0013069590485436,0.3223099827495794,0.3278571575268814,0.3511398187720828
rice,Pho1DL80[K]#4,2,1000,1.0,0.7898138941447178,0.564172840965259,-0.0003509069451483,0.2256410531794588,0.5645237479104074,0.2101861058552822
rice,Pho1DL80[K]#4,2,1700,1.0,0.8221081050516008,0.698624014559871,-0.0029413128579869,0.1234840904917298,0.701565327417858,0.1778918949483992
rice,Pho1[-HT]#1,1,250,1.0,0.640871089602268,0.3117786839962178,0.0033016287116822,0.3290924056060502,0.3084770552845356,0.359128910397732
rice,Pho1[-HT]#1,1,500,1.0,0.6426501797084971,0.3307777098594707,0.0037660704120135,0.3118724698490264,0.3270116394474571,0.3573498202915028
rice,Pho1[-HT]#1,1,1000,1.0,0.7286937323661246,0.4947398070589362,0.0025576672355923,0.2339539253071883,0.4921821398233439,0.2713062676338754
rice,Pho1[-HT]#1,1,1700,1.0,0.7667571791781922,0.6551226505992733,0.0035116000587369,0.1116345285789188,0.6516110505405364,0.2332428208218078
rice,Pho1[-HT]#1,2,250,1.0,0.5446279339036502,0.2462408995884903,-0.000719822250966,0.2983870343151599,0.2469607218394563,0.4553720660963498
rice,Pho1[-HT]#1,2,500,1.0,0.5620027613934889,0.3347088613535088,-0.0012714615091715,0.22729390003998,0.3359803228626804,0.4379972386065111
rice,Pho1[-HT]#1,2,1000,1.0,0.6254126656723185,0.4683246570149961,0.0036271745027721,0.1570880086573223,0.464697482512224,0.3745873343276815
rice,Pho1[-HT]#1,2,1700,1.0,0.5412735673602946,0.4373123391676662,-0.0001911628096274,0.1039612281926283,0.4375035019772937,0.4587264326397053
rice,Pho1[-HT]#33,1,250,1.0,0.5550170987538589,0.1549686942598852,-0.0016344741706058,0.4000484044939736,0.156603168430491,0.4449829012461411
rice,Pho1[-HT]#33,1,500,1.0,0.5746116644088162,0.2043855071553184,0.0027642099495372,0.3702261572534977,0.2016212972057812,0.4253883355911838
rice,Pho1[-HT]#33,1,1000,1.0,0.645287403308694,0.4097256909182019,0.0024883271709558,0.2355617123904921,0.407237363747246,0.3547125966913059
rice,Pho1[-HT]#33,1,1700,1.0,0.6783938576020103,0.5319452931687615,0.0012214517665153,0.1464485644332488,0.5307238414022462,0.3216061423979897
rice,Pho1[-HT]#33,2,250,1.0,0.530567161610507,0.2028271444758838,0.0054881497837852,0.3277400171346232,0.1973389946920985,0.469432838389493
rice,Pho1[-HT]#33,2,500,1.0,0.6025005802010306,0.274799085160207,0.0034458603627634,0.3277014950408236,0.2713532247974435,0.3974994197989694
rice,Pho1[-HT]#33,2,1000,1.0,0.65719335421163,0.4833693723064263,0.0072292862643795,0.1738239819052037,0.4761400860420468,0.3428066457883699
rice,Pho1[-HT]#33,2,1700,1.0,0.6942299788474405,0.5740609199713245,0.0025336489570717,0.120169058876116,0.5715272710142527,0.3057700211525594
rice,Pho1[K]#11,1,250,1.0,0.687850443471751,0.2664735839245178,-0.0020634420686088,0.4213768595472331,0.2685370259931267,0.312149556528249
rice,Pho1[K]#11,1,500,1.0,0.7598353306443024,0.3718349919930578,-0.0075710773124398,0.3880003386512446,0.3794060693054976,0.2401646693556975
rice,Pho1[K]#11,1,1000,1.0,0.7828493426185203,0.5770445607111776,-0.0015652741720657,0.2058047819073427,0.5786098348832434,0.2171506573814796
rice,Pho1[K]#11,1,1700,1.0,0.878854864540202,0.7681093986713273,-0.0017446956926375,0.1107454658688746,0.7698540943639649,0.1211451354597979
rice,Pho1[K]#11,2,250,1.0,0.6407113708867902,0.3008866084083044,0.0041700415436385,0.3398247624784857,0.2967165668646658,0.3592886291132098
rice,Pho1[K]#11,2,500,1.0,0.7060153343611645,0.418756557730206,0.002893949326203,0.2872587766309584,0.4158626084040029,0.2939846656388355
rice,Pho1[K]#11,2,1000,1.0,0.7081034376700553,0.5548443979127863,0.0011204586825422,0.153259039757269,0.5537239392302441,0.2918965623299446
rice,Pho1[K]#11,2,1700,1.0,0.6545391788129149,0.5478625796231111,0.0068865438298892,0.1066765991898037,0.540976035793222,0.3454608211870851
rice,Pho1[K]#15,1,250,1.0,0.54460230214271,0.269890417770785,0.0008189789077762,0.2747118843719249,0.2690714388630087,0.45539769785729
rice,Pho1[K]#15,1,500,1.0,0.5617932005023184,0.320569801559774,-0.000271100558493,0.2412233989425443,0.3208409021182671,0.4382067994976816
rice,Pho1[K]#15,1,1000,1.0,0.656609445758978,0.4756638359920495,-0.0004079659157316,0.1809456097669284,0.4760718019077811,0.343390554241022
rice,Pho1[K]#15,1,1700,1.0,0.6944763865809488,0.5921900028188091,0.0012085021222394,0.1022863837621397,0.5909815006965696,0.3055236134190512
rice,Pho1[K]#15,2,250,1.0,0.4876008092017304,0.2174730836011822,0.0029300700498041,0.2701277256005481,0.214543013551378,0.5123991907982697
rice,Pho1[K]#15,2,500,1.0,0.5339381721302602,0.3131725719459054,0.0032727235996792,0.2207656001843547,0.3098998483462261,0.4660618278697398
rice,Pho1[K]#15,2,1000,1.0,0.5894496321601917,0.4114702926663314,0.0007350218334374,0.1779793394938603,0.4107352708328939,0.4105503678398082
rice,Pho1[K]#15,2,1700,1.0,0.4437335740990055,0.3691835528811527,0.0018997158495135,0.0745500212178528,0.3672838370316391,0.5562664259009945
rice,Pho1[K]#22,1,250,1.0,0.5226394858654194,0.1466775459024747,0.0027929673484398,0.3759619399629447,0.1438845785540348,0.4773605141345806
rice,Pho1[K]#22,1,500,1.0,0.5644992147872547,0.2199258389381976,-0.0012132150061935,0.3445733758490571,0.2211390539443911,0.4355007852127452
rice,Pho1[K]#22,1,1000,1.0,0.6462937421340752,0.4146475064268141,-0.0050525237894058,0.231646235707261,0.41970003021622,0.3537062578659248
rice,Pho1[K]#22,1,1700,1.0,0.673002884323748,0.5408594510043944,0.0020335021385875,0.1321434333193536,0.5388259488658068,0.326997115676252
rice,Pho1[K]#22,2,250,1.0,0.536863762005839,0.2238798869736918,-0.001239510991687,0.3129838750321471,0.2251193979653789,0.463136237994161
rice,Pho1[K]#22,2,500,1.0,0.5452769681761065,0.2647004644063845,-0.001706925922958,0.2805765037697219,0.2664073903293426,0.4547230318238935
rice,Pho1[K]#22,2,1000,1.0,0.6821753201330818,0.4867373753684436,-0.0006082781918047,0.1954379447646381,0.4873456535602483,0.3178246798669182
rice,Pho1[K]#22,2,1700,1.0,0.6756223831579463,0.5532046552074522,0.0045465657403808,0.1224177279504941,0.5486580894670714,0.3243776168420537
rice,TC65,1,250,1.0,0.6070144045991829,0.3096053792054211,-0.0002388248182932,0.2974090253937617,0.3098442040237144,0.3929855954008171
rice,TC65,1,500,1.0,0.5682347550957502,0.3141715325571897,0.0004428601187965,0.2540632225385604,0.3137286724383932,0.4317652449042498
rice,TC65,1,1000,1.0,0.6207720637844671,0.4291365678707566,-0.0011034357192304,0.1916354959137104,0.4302400035899871,0.3792279362155328
rice,TC65,1,1700,1.0,0.6790348492054702,0.5860864424633115,0.0002827209556079,0.0929484067421586,0.5858037215077035,0.3209651507945298
rice,TC65,2,250,1.0,0.472266699565476,0.1142871893745028,-0.0005957987130034,0.3579795101909732,0.1148829880875062,0.5277333004345239
rice,TC65,2,500,1.0,0.4935135679041136,0.1866663252909111,-0.000976955423541,0.3068472426132024,0.1876432807144522,0.5064864320958864
rice,TC65,2,1000,1.0,0.5779729500445063,0.3796186763175854,0.0006678588951523,0.1983542737269208,0.3789508174224331,0.4220270499554936
rice,TC65,2,1700,1.0,0.6546437984354135,0.5234237384830527,0.0024113388686944,0.1312200599523608,0.5210123996143583,0.3453562015645864
