plant_species,plant_genotype,plant_id,ue,Pm,Pmp,P,Po,Y(I),Y(ND),Y(NA)
rice,4191_1_DA.json,0,250,1.0,0.5893232820580887,0.1611578600392399,-0.0026809494067462,0.4281654220188488,0.1638388094459861,0.4106767179419113
rice,4191_1_DA.json,0,500,1.0,0.7561790498215468,0.3660496724188654,-0.0063537696006643,0.3901293774026814,0.3724034420195297,0.2438209501784531
rice,4191_1_DA.json,0,1000,1.0,0.9253522433415288,0.5983324156311681,0.0022194895023396,0.3270198277103606,0.5961129261288285,0.0746477566584712
rice,4191_1_DA.json,0,1700,1.0,0.9237939911815666,0.7655500963885126,-0.0087146745631777,0.158243894793054,0.7742647709516902,0.0762060088184334
rice,4191_2_DA.json,0,250,1.0,0.7102607426976155,0.2824911763051419,0.0066284161599955,0.4277695663924736,0.2758627601451464,0.2897392573023845
rice,4191_2_DA.json,0,500,1.0,0.8613059485021297,0.452808842440529,0.0011783643991024,0.4084971060616007,0.4516304780414265,0.1386940514978702
rice,4191_2_DA.json,0,1000,1.0,0.9736550612442004,0.6997651742786437,0.0046048718916142,0.2738898869655567,0.6951603023870294,0.0263449387557995
rice,4191_2_DA.json,0,1700,1.0,0.905383844498216,0.7713873197292241,-0.0031817414932496,0.1339965247689918,0.7745690612224738,0.094616155501784
rice,4191_3_DA.json,0,250,1.0,0.6523613294935912,0.2289785514665528,0.0056049814947451,0.4233827780270383,0.2233735699718076,0.3476386705064088
rice,4191_3_DA.json,0,500,1.0,0.8352486725947096,0.3993966097951006,0.0039791391177178,0.4358520627996089,0.3954174706773828,0.1647513274052904
rice,4191_3_DA.json,0,1000,1.0,1.020193797193364,0.6785565703009366,0.0014965038362913,0.3416372268924272,0.6770600664646452,-0.0201937971933638
rice,4191_3_DA.json,0,1700,1.0,0.93854034550091,0.7877507898652548,0.0024764686331957,0.1507895556356552,0.7852743212320591,0.0614596544990899
rice,4192_1_DA.json,0,250,1.0,0.5829443492005828,0.1640754695187924,-0.0020822294210673,0.4188688796817904,0.1661576989398597,0.4170556507994172
rice,4192_1_DA.json,0,500,1.0,0.7142733162795543,0.3293496214736058,-0.0021449485213815,0.3849236948059484,0.3314945699949874,0.2857266837204457
rice,4192_1_DA.json,0,1000,1.0,0.9026155442938268,0.5574905323982101,-0.0062813482421898,0.3451250118956167,0.5637718806404,0.0973844557061731
rice,4192_1_DA.json,0,1700,1.0,0.8237082540821747,0.6511621083014454,-0.0016316036573222,0.1725461457807293,0.6527937119587677,0.1762917459178252
rice,4192_2_DA.json,0,250,1.0,0.6100112422830657,0.1647818338160276,-0.0038347957063861,0.445229408467038,0.1686166295224138,0.3899887577169343
rice,4192_2_DA.json,0,500,1.0,0.7219653534839877,0.2868906486929316,-0.0015797448757627,0.4350747047910561,0.2884703935686943,0.2780346465160123
