,labels,time_ms,time_ms_trace,wavelength,value,experiment_name,trace_num,time_s,plant_species,plant_genotype,plant_id
0,p700_reference,26.0,0.0,820nm,55867,20240623_062324_maize_HC69_2_DA,0,0.026,rice,HC69_2_DA.json,0
1,p700_reference,31.0,5.0,820nm,55897,20240623_062324_maize_HC69_2_DA,0,0.031,rice,HC69_2_DA.json,0
2,p700_reference,36.0,10.0,820nm,55902,20240623_062324_maize_HC69_2_DA,0,0.036,rice,HC69_2_DA.json,0
3,p700_reference,41.0,15.0,820nm,55907,20240623_062324_maize_HC69_2_DA,0,0.041,rice,HC69_2_DA.json,0
4,p700_reference,46.0,20.0,820nm,55907,20240623_062324_maize_HC69_2_DA,0,0.046,rice,HC69_2_DA.json,0
5,p700_reference,51.0,25.0,820nm,55895,20240623_062324_maize_HC69_2_DA,0,0.051,rice,HC69_2_DA.json,0
6,p700_reference,56.0,30.0,820nm,55895,20240623_062324_maize_HC69_2_DA,0,0.056,rice,HC69_2_DA.json,0
7,p700_reference,61.0,35.0,820nm,55907,20240623_062324_maize_HC69_2_DA,0,0.061,rice,HC69_2_DA.json,0
8,p700_reference,66.0,40.0,820nm,55907,20240623_062324_maize_HC69_2_DA,0,0.066,rice,HC69_2_DA.json,0
9,p700_reference,71.0,45.0,820nm,55911,20240623_062324_maize_HC69_2_DA,0,0.071,rice,HC69_2_DA.json,0
10,p700_reference,76.0,50.0,820nm,55915,20240623_062324_maize_HC69_2_DA,0,0.076,rice,HC69_2_DA.json,0
11,p700_reference,81.0,55.0,820nm,55907,20240623_062324_maize_HC69_2_DA,0,0.081,rice,HC69_2_DA.json,0
12,p700_reference,86.0,60.0,820nm,55906,20240623_062324_maize_HC69_2_DA,0,0.086,rice,HC69_2_DA.json,0
13,p700_reference,91.0,65.0,820nm,55905,20240623_062324_maize_HC69_2_DA,0,0.091,rice,HC69_2_DA.json,0
14,p700_reference,96.0,70.0,820nm,55914,20240623_062324_maize_HC69_2_DA,0,0.096,rice,HC69_2_DA.json,0
15,p700_reference,101.0,75.0,820nm,55919,20240623_062324_maize_HC69_2_DA,0,0.101,rice,HC69_2_DA.json,0
16,p700_reference,106.0,80.0,820nm,55907,20240623_062324_maize_HC69_2_DA,0,0.106,rice,HC69_2_DA.json,0
17,p700_reference,111.0,85.0,820nm,55906,20240623_062324_maize_HC69_2_DA,0,0.111,rice,HC69_2_DA.json,0
18,p700_reference,116.0,90.0,820nm,55899,20240623_062324_maize_HC69_2_DA,0,0.116,rice,HC69_2_DA.json,0
19,p700_reference,121.0,95.0,820nm,55910,20240623_062324_maize_HC69_2_DA,0,0.121,rice,HC69_2_DA.json,0
20,p700_reference,126.0,100.0,820nm,55911,20240623_062324_maize_HC69_2_DA,0,0.126,rice,HC69_2_DA.json,0
21,p700_reference,131.0,105.0,820nm,55919,20240623_062324_maize_HC69_2_DA,0,0.131,rice,HC69_2_DA.json,0
