,labels,time_ms,time_ms_trace,wavelength,value,experiment_name,trace_num,time_s,plant_species,plant_genotype,plant_id
0,p700_reference,28.0,0.0,820nm,64031,20240623_062324_maize_4191_1_DA,0,0.028,rice,4191_1_DA.json,0
1,p700_reference,33.0,5.0,820nm,64066,20240623_062324_maize_4191_1_DA,0,0.033,rice,4191_1_DA.json,0
2,p700_reference,38.0,10.0,820nm,64073,20240623_062324_maize_4191_1_DA,0,0.038,rice,4191_1_DA.json,0
3,p700_reference,43.0,15.0,820nm,64061,20240623_062324_maize_4191_1_DA,0,0.043,rice,4191_1_DA.json,0
4,p700_reference,48.0,20.0,820nm,64079,20240623_062324_maize_4191_1_DA,0,0.048,rice,4191_1_DA.json,0
5,p700_reference,53.0,25.0,820nm,64087,20240623_062324_maize_4191_1_DA,0,0.053,rice,4191_1_DA.json,0
6,p700_reference,58.0,30.0,820nm,64093,20240623_062324_maize_4191_1_DA,0,0.058,rice,4191_1_DA.json,0
7,p700_reference,63.0,35.0,820nm,64063,20240623_062324_maize_4191_1_DA,0,0.063,rice,4191_1_DA.json,0
8,p700_reference,68.0,40.0,820nm,64081,20240623_062324_maize_4191_1_DA,0,0.068,rice,4191_1_DA.json,0
9,p700_reference,73.0,45.0,820nm,64071,20240623_062324_maize_4191_1_DA,0,0.073,rice,4191_1_DA.json,0
10,p700_reference,78.0,50.0,820nm,64095,20240623_062324_maize_4191_1_DA,0,0.078,rice,4191_1_DA.json,0
11,p700_reference,83.0,55.0,820nm,64063,20240623_062324_maize_4191_1_DA,0,0.083,rice,4191_1_DA.json,0
12,p700_reference,88.0,60.0,820nm,64089,20240623_062324_maize_4191_1_DA,0,0.088,rice,4191_1_DA.json,0
13,p700_reference,93.0,65.0,820nm,64087,20240623_062324_maize_4191_1_DA,0,0.093,rice,4191_1_DA.json,0
14,p700_reference,98.0,70.0,820nm,64082,20240623_062324_maize_4191_1_DA,0,0.098,rice,4191_1_DA.json,0
15,p700_reference,103.0,75.0,820nm,64085,20240623_062324_maize_4191_1_DA,0,0.103,rice,4191_1_DA.json,0
16,p700_reference,108.0,80.0,820nm,64083,20240623_062324_maize_4191_1_DA,0,0.108,rice,4191_1_DA.json,0
17,p700_reference,113.0,85.0,820nm,64078,20240623_062324_maize_4191_1_DA,0,0.113,rice,4191_1_DA.json,0
18,p700_reference,118.0,90.0,820nm,64067,20240623_062324_maize_4191_1_DA,0,0.118,rice,4191_1_DA.json,0
19,p700_reference,123.0,95.0,820nm,64065,20240623_062324_maize_4191_1_DA,0,0.123,rice,4191_1_DA.json,0
20,p700_reference,128.0,100.0,820nm,64075,20240623_062324_maize_4191_1_DA,0,0.128,rice,4191_1_DA.json,0
21,p700_reference,133.0,105.0,820nm,64075,20240623_062324_maize_4191_1_DA,0,0.133,rice,4191_1_DA.json,0
22,p700_reference,138.0,110.0,820nm,64073,20240623_062324_maize_4191_1_DA,0,0.138,rice,4191_1_DA.json,0
23,p700_reference,143.0,115.0,820nm,64067,20240623_062324_maize_4191_1_DA,0,0.143,rice,4191_1_DA.json,0
24,p700_reference,148.0,120.0,820nm,64063,20240623_062324_maize_4191_1_DA,0,0.148,rice,4191_1_DA.json,0
25,p700_reference,153.0,125.0,820nm,64078,20240623_062324_maize_4191_1_DA,0,0.153,rice,4191_1_DA.json,0
26,p700_reference,158.0,130.0,820nm,64074,20240623_062324_maize_4191_1_DA,0,0.158,rice,4191_1_DA.json,0
27,p700_reference,163.0,135.0,820nm,64067,20240623_062324_maize_4191_1_DA,0,0.163,rice,4191_1_DA.json,0
28,p700_reference,168.0,140.0,820nm,64075,20240623_062324_maize_4191_1_DA,0,0.168,rice,4191_1_DA.json,0
29,p700_reference,173.0,145.0,820nm,64075,20240623_062324_maize_4191_1_DA,0,0.173,rice,4191_1_DA.json,0
30,p700_reference,178.0,150.0,820nm,64086,20240623_062324_maize_4191_1_DA,0,0.178,rice,4191_1_DA.json,0
31,p700_reference,183.0,155.0,820nm,64075,20240623_062324_maize_4191_1_DA,0,0.183,rice,4191_1_DA.json,0
32,p700_reference,188.0,160.0,820nm,64071,20240623_062324_maize_4191_1_DA,0,0.188,rice,4191_1_DA.json,0
33,p700_reference,193.0,165.0,820nm,64079,20240623_062324_maize_4191_1_DA,0,0.193,rice,4191_1_DA.json,0
34,p700_reference,198.0,170.0,820nm,64087,20240623_062324_maize_4191_1_DA,0,0.198,rice,4191_1_DA.json,0
35,p700_reference,203.0,175.0,820nm,64083,20240623_062324_maize_4191_1_DA,0,0.203,rice,4191_1_DA.json,0
36,p700_reference,208.0,180.0,820nm,64083,20240623_062324_maize_4191_1_DA,0,0.208,rice,4191_1_DA.json,0
37,p700_reference,213.0,185.0,820nm,64085,20240623_062324_maize_4191_1_DA,0,0.213,rice,4191_1_DA.json,0
38,p700_reference,218.0,190.0,820nm,64083,20240623_062324_maize_4191_1_DA,0,0.218,rice,4191_1_DA.json,0
39,p700_reference,223.0,195.0,820nm,64095,20240623_062324_maize_4191_1_DA,0,0.223,rice,4191_1_DA.json,0
40,p700_reference,228.0,200.0,820nm,64095,20240623_062324_maize_4191_1_DA,0,0.228,rice,4191_1_DA.json,0
41,p700_reference,233.0,205.0,820nm,64105,20240623_062324_maize_4191_1_DA,0,0.233,rice,4191_1_DA.json,0
42,p700_reference,238.0,210.0,820nm,64091,20240623_062324_maize_4191_1_DA,0,0.238,rice,4191_1_DA.json,0
43,p700_reference,243.0,215.0,820nm,64093,20240623_062324_maize_4191_1_DA,0,0.243,rice,4191_1_DA.json,0
44,p700_reference,248.0,220.0,820nm,64094,20240623_062324_maize_4191_1_DA,0,0.248,rice,4191_1_DA.json,0
45,p700_reference,253.0,225.0,820nm,64097,20240623_062324_maize_4191_1_DA,0,0.253,rice,4191_1_DA.json,0
46,p700_reference,258.0,230.0,820nm,64081,20240623_062324_maize_4191_1_DA,0,0.258,rice,4191_1_DA.json,0
47,p700_reference,263.0,235.0,820nm,64075,20240623_062324_maize_4191_1_DA,0,0.263,rice,4191_1_DA.json,0
48,p700_reference,268.0,240.0,820nm,64097,20240623_062324_maize_4191_1_DA,0,0.268,rice,4191_1_DA.json,0
49,p700_reference,273.0,245.0,820nm,64087,20240623_062324_maize_4191_1_DA,0,0.273,rice,4191_1_DA.json,0
50,p700_reference,278.0,250.0,820nm,64087,20240623_062324_maize_4191_1_DA,0,0.278,rice,4191_1_DA.json,0
51,p700_reference,283.0,255.0,820nm,64083,20240623_062324_maize_4191_1_DA,0,0.283,rice,4191_1_DA.json,0
52,p700_reference,288.0,260.0,820nm,64086,20240623_062324_maize_4191_1_DA,0,0.288,rice,4191_1_DA.json,0
53,p700_reference,293.0,265.0,820nm,64089,20240623_062324_maize_4191_1_DA,0,0.293,rice,4191_1_DA.json,0
54,p700_reference,298.0,270.0,820nm,64089,20240623_062324_maize_4191_1_DA,0,0.298,rice,4191_1_DA.json,0
55,p700_reference,303.0,275.0,820nm,64079,20240623_062324_maize_4191_1_DA,0,0.303,rice,4191_1_DA.json,0
56,p700_reference,308.0,280.0,820nm,64085,20240623_062324_maize_4191_1_DA,0,0.308,rice,4191_1_DA.json,0
57,p700_reference,313.0,285.0,820nm,64083,20240623_062324_maize_4191_1_DA,0,0.313,rice,4191_1_DA.json,0
58,p700_reference,318.0,290.0,820nm,64091,20240623_062324_maize_4191_1_DA,0,0.318,rice,4191_1_DA.json,0
59,p700_reference,323.0,295.0,820nm,64091,20240623_062324_maize_4191_1_DA,0,0.323,rice,4191_1_DA.json,0
60,p700_reference,328.0,300.0,820nm,64087,20240623_062324_maize_4191_1_DA,0,0.328,rice,4191_1_DA.json,0
61,p700_reference,333.0,305.0,820nm,64095,20240623_062324_maize_4191_1_DA,0,0.333,rice,4191_1_DA.json,0
62,p700_reference,338.0,310.0,820nm,64098,20240623_062324_maize_4191_1_DA,0,0.338,rice,4191_1_DA.json,0
63,p700_reference,343.0,315.0,820nm,64079,20240623_062324_maize_4191_1_DA,0,0.343,rice,4191_1_DA.json,0
64,p700_reference,348.0,320.0,820nm,64087,20240623_062324_maize_4191_1_DA,0,0.348,rice,4191_1_DA.json,0
65,p700_reference,353.0,325.0,820nm,64094,20240623_062324_maize_4191_1_DA,0,0.353,rice,4191_1_DA.json,0
66,p700_reference,358.0,330.0,820nm,64090,20240623_062324_maize_4191_1_DA,0,0.358,rice,4191_1_DA.json,0
67,p700_reference,363.0,335.0,820nm,64091,20240623_062324_maize_4191_1_DA,0,0.363,rice,4191_1_DA.json,0
68,p700_reference,368.0,340.0,820nm,64078,20240623_062324_maize_4191_1_DA,0,0.368,rice,4191_1_DA.json,0
69,p700_reference,373.0,345.0,820nm,64083,20240623_062324_maize_4191_1_DA,0,0.373,rice,4191_1_DA.json,0
70,p700_reference,378.0,350.0,820nm,64083,20240623_062324_maize_4191_1_DA,0,0.378,rice,4191_1_DA.json,0
71,p700_reference,383.0,355.0,820nm,64087,20240623_062324_maize_4191_1_DA,0,0.383,rice,4191_1_DA.json,0
72,p700_reference,388.0,360.0,820nm,64091,20240623_062324_maize_4191_1_DA,0,0.388,rice,4191_1_DA.json,0
73,p700_reference,393.0,365.0,820nm,64087,20240623_062324_maize_4191_1_DA,0,0.393,rice,4191_1_DA.json,0
74,p700_reference,398.0,370.0,820nm,64086,20240623_062324_maize_4191_1_DA,0,0.398,rice,4191_1_DA.json,0
75,p700_reference,403.0,375.0,820nm,64097,20240623_062324_maize_4191_1_DA,0,0.403,rice,4191_1_DA.json,0
76,p700_reference,408.0,380.0,820nm,64077,20240623_062324_maize_4191_1_DA,0,0.408,rice,4191_1_DA.json,0
77,p700_reference,413.0,385.0,820nm,64101,20240623_062324_maize_4191_1_DA,0,0.413,rice,4191_1_DA.json,0
78,p700_reference,418.0,390.0,820nm,64085,20240623_062324_maize_4191_1_DA,0,0.418,rice,4191_1_DA.json,0
