,ue,Pm,Pmp,P,Po,Y(I),Y(ND),Y(NA),plant_species,plant_genotype,plant_id
0,250,1.0,0.7217377853941799,0.39901359336377923,-0.00047860453647411496,0.32272419203040065,0.39949219790025337,0.2782622146058201,rice,Pho1N22,1
1,500,1.0,0.636396014082721,0.3410828301640767,-0.003946834932054574,0.29531318391864425,0.34502966509613126,0.36360398591727905,rice,Pho1N22,1
2,1000,1.0,0.6729737416928674,0.47239395134222145,-0.00286670714202862,0.20057979035064594,0.4752606584842501,0.3270262583071326,rice,Pho1N22,1
3,1700,1.0,0.7633566080419122,0.6321418677099764,-0.0011565314152353799,0.1312147403319358,0.6332983991252118,0.2366433919580878,rice,Pho1N22,1
