,Unnamed: 0,labels,time_ms,time_ms_trace,wavelength,value,experiment_name,trace_num,time_s,plant_species,plant_genotype,plant_id,dAbs
3,3,p700_reference,40.0,15.0,820nm,65531,20240807_080724_USDArice_Pho1M34_1_DA,3,0.04,rice,Pho1M34,1,-2.3
4,4,p700_reference,45.0,20.0,820nm,65531,20240807_080724_USDArice_Pho1M34_1_DA,4,0.045,rice,Pho1M34,1,-2.3
5,5,p700_reference,50.0,25.0,820nm,65531,20240807_080724_USDArice_Pho1M34_1_DA,5,0.05,rice,Pho1M34,1,-2.3
6,6,p700_reference,55.0,30.0,820nm,65531,20240807_080724_USDArice_Pho1M34_1_DA,6,0.055,rice,Pho1M34,1,-2.3
7,7,p700_reference,60.0,35.0,820nm,65531,20240807_080724_USDArice_Pho1M34_1_DA,7,0.06,rice,Pho1M34,1,-2.3
8,8,p700_reference,65.0,40.0,820nm,65531,20240807_080724_USDArice_Pho1M34_1_DA,8,0.065,rice,Pho1M34,1,-2.3
9,9,p700_reference,70.0,45.0,820nm,65531,20240807_080724_USDArice_Pho1M34_1_DA,9,0.07,rice,Pho1M34,1,-2.3
10,10,p700_reference,75.0,50.0,820nm,65531,20240807_080724_USDArice_Pho1M34_1_DA,10,0.075,rice,Pho1M34,1,-2.3
11,11,p700_reference,80.0,55.0,820nm,65531,20240807_080724_USDArice_Pho1M34_1_DA,11,0.08,rice,Pho1M34,1,-2.3
12,12,p700_reference,85.0,60.0,820nm,65531,20240807_080724_USDArice_Pho1M34_1_DA,12,0.085,rice,Pho1M34,1,-2.3
13,13,p700_reference,90.0,65.0,820nm,65531,20240807_080724_USDArice_Pho1M34_1_DA,13,0.09,rice,Pho1M34,1,-2.3
14,14,p700_reference,95.0,70.0,820nm,65531,20240807_080724_USDArice_Pho1M34_1_DA,14,0.095,rice,Pho1M34,1,-2.3
15,15,p700_reference,100.0,75.0,820nm,65531,20240807_080724_USDArice_Pho1M34_1_DA,15,0.1,rice,Pho1M34,1,-2.3
16,16,p700_reference,105.0,80.0,820nm,65531,20240807_080724_USDArice_Pho1M34_1_DA,16,0.105,rice,Pho1M34,1,-2.3
17,17,p700_reference,110.0,85.0,820nm,65531,20240807_080724_USDArice_Pho1M34_1_DA,17,0.11,rice,Pho1M34,1,-2.3
18,18,p700_reference,115.0,90.0,820nm,65531,20240807_080724_USDArice_Pho1M34_1_DA,18,0.115,rice,Pho1M34,1,-2.3
19,19,p700_reference,120.0,95.0,820nm,65531,20240807_080724_USDArice_Pho1M34_1_DA,19,0.12,rice,Pho1M34,1,-2.3
20,20,p700_reference,125.0,100.0,820nm,65531,20240807_080724_USDArice_Pho1M34_1_DA,20,0.125,rice,Pho1M34,1,-2.3
21,21,p700_reference,130.0,105.0,820nm,65531,20240807_080724_USDArice_Pho1M34_1_DA,21,0.13,rice,Pho1M34,1,-2.3
22,22,p700_reference,135.0,110.0,820nm,65531,20240807_080724_USDArice_Pho1M34_1_DA,22,0.135,rice,Pho1M34,1,-2.3
23,23,p700_reference,140.0,115.0,820nm,65531,20240807_080724_USDArice_Pho1M34_1_DA,23,0.14,rice,Pho1M34,1,-2.3
24,24,p700_reference,145.0,120.0,820nm,65531,20240807_080724_USDArice_Pho1M34_1_DA,24,0.145,rice,Pho1M34,1,-2.3
25,25,p700_reference,150.0,125.0,820nm,65531,20240807_080724_USDArice_Pho1M34_1_DA,25,0.15,rice,Pho1M34,1,-2.3
26,26,p700_reference,155.0,130.0,820nm,65531,20240807_080724_USDArice_Pho1M34_1_DA,26,0.155,rice,Pho1M34,1,-2.3
27,27,p700_reference,160.0,135.0,820nm,65531,20240807_080724_USDArice_Pho1M34_1_DA,27,0.16,rice,Pho1M34,1,-2.3
