,ue,Pm,Pmp,P,Po,Y(I),Y(ND),Y(NA),plant_species,plant_genotype,plant_id
0,250,1.0,0.5772547111524582,0.2751886872995121,-0.001966470687824865,0.30206602385294606,0.277155157987337,0.4227452888475418,rice,Pho1K15,1
1,500,1.0,0.5718401421984679,0.31292023291285676,-0.0027932829620523647,0.25891990928561115,0.31571351587490915,0.4281598578015321,rice,Pho1K15,1
2,1000,1.0,0.671733296383463,0.47505998360281615,-0.0030157037698903015,0.19667331278064687,0.47807568737270645,0.328266703616537,rice,Pho1K15,1
3,1700,1.0,0.7743745208989121,0.655678278348753,-0.0044017311270733595,0.11869624255015909,0.6600800094758263,0.22562547910108788,rice,Pho1K15,1
