,ue,Pm,Pmp,P,Po,Y(I),Y(ND),Y(NA),plant_species,plant_genotype,plant_id
0,250,1.0,0.5679275196649165,0.20745933204753514,0.0007356384086513502,0.36046818761738136,0.2067236936388838,0.4320724803350835,rice,Pho1[-HT]#22,1
1,500,1.0,0.5562056299589684,0.2713225436795248,-0.0006387645846738764,0.2848830862794436,0.2719613082641987,0.4437943700410316,rice,Pho1[-HT]#22,1
2,1000,1.0,0.6582949245998717,0.441198945116614,-0.007791399916539016,0.2170959794832577,0.44899034503315305,0.3417050754001283,rice,Pho1[-HT]#22,1
3,1700,1.0,0.7291200699723219,0.6058485939978746,-0.005406910708304629,0.12327147597444732,0.6112555047061793,0.2708799300276781,rice,Pho1[-HT]#22,1
