,Unnamed: 0.1,Unnamed: 0,labels,time_ms,time_ms_trace,wavelength,value,experiment_name,trace_num,time_s,plant_species,plant_genotype,plant_id,dAbs,ox_fraction
0,3,3,p700_reference,42.0,15.0,820nm,52011,20240726_0726rice_USDA_Pho1[-N]#1_1_DA,3,0.042,rice,Pho1[-N]#1,1,-2.2985121754390456,0.059975129069871284
1,4,4,p700_reference,47.0,20.0,820nm,52015,20240726_0726rice_USDA_Pho1[-N]#1_1_DA,4,0.047,rice,Pho1[-N]#1,1,-2.2986889466740106,0.05312793735996333
2,5,5,p700_reference,52.0,25.0,820nm,52007,20240726_0726rice_USDA_Pho1[-N]#1_1_DA,5,0.052,rice,Pho1[-N]#1,1,-2.298335404204081,0.06682232077976204
3,6,6,p700_reference,57.0,30.0,820nm,52029,20240726_0726rice_USDA_Pho1[-N]#1_1_DA,6,0.057,rice,Pho1[-N]#1,1,-2.299307645996388,0.0291627663752769
4,7,7,p700_reference,62.0,35.0,820nm,52033,20240726_0726rice_USDA_Pho1[-N]#1_1_DA,7,0.062,rice,Pho1[-N]#1,1,-2.2994844172313527,0.022315574665386147
5,8,8,p700_reference,67.0,40.0,820nm,52019,20240726_0726rice_USDA_Pho1[-N]#1_1_DA,8,0.067,rice,Pho1[-N]#1,1,-2.2988657179089755,0.046280745650055376
6,9,9,p700_reference,72.0,45.0,820nm,52037,20240726_0726rice_USDA_Pho1[-N]#1_1_DA,9,0.072,rice,Pho1[-N]#1,1,-2.299661188466317,0.015468382955495399
7,10,10,p700_reference,77.0,50.0,820nm,52031,20240726_0726rice_USDA_Pho1[-N]#1_1_DA,10,0.077,rice,Pho1[-N]#1,1,-2.29939603161387,0.025739170520348725
8,11,11,p700_reference,82.0,55.0,820nm,52041,20240726_0726rice_USDA_Pho1[-N]#1_1_DA,11,0.082,rice,Pho1[-N]#1,1,-2.299837959701282,0.008621191245587446
9,12,12,p700_reference,87.0,60.0,820nm,52035,20240726_0726rice_USDA_Pho1[-N]#1_1_DA,12,0.087,rice,Pho1[-N]#1,1,-2.299572802848835,0.018891978810440774
10,13,13,p700_reference,92.0,65.0,820nm,52035,20240726_0726rice_USDA_Pho1[-N]#1_1_DA,13,0.092,rice,Pho1[-N]#1,1,-2.299572802848835,0.018891978810440774
11,14,14,p700_reference,97.0,70.0,820nm,52011,20240726_0726rice_USDA_Pho1[-N]#1_1_DA,14,0.097,rice,Pho1[-N]#1,1,-2.2985121754390456,0.059975129069871284
12,15,15,p700_reference,102.0,75.0,820nm,52042,20240726_0726rice_USDA_Pho1[-N]#1_1_DA,15,0.102,rice,Pho1[-N]#1,1,-2.2998821525100235,0.006909393318106158
13,16,16,p700_reference,107.0,80.0,820nm,52027,20240726_0726rice_USDA_Pho1[-N]#1_1_DA,16,0.107,rice,Pho1[-N]#1,1,-2.299219260378905,0.032586362230256675
14,17,17,p700_reference,112.0,85.0,820nm,52033,20240726_0726rice_USDA_Pho1[-N]#1_1_DA,17,0.112,rice,Pho1[-N]#1,1,-2.2994844172313527,0.022315574665386147
15,18,18,p700_reference,117.0,90.0,820nm,52049,20240726_0726rice_USDA_Pho1[-N]#1_1_DA,18,0.117,rice,Pho1[-N]#1,1,-2.300191502171212,-0.005073192174228457
16,19,19,p700_reference,122.0,95.0,820nm,52051,20240726_0726rice_USDA_Pho1[-N]#1_1_DA,19,0.122,rice,Pho1[-N]#1,1,-2.3002798877886943,-0.008496788029173832
17,20,20,p700_reference,127.0,100.0,820nm,52023,20240726_0726rice_USDA_Pho1[-N]#1_1_DA,20,0.127,rice,Pho1[-N]#1,1,-2.2990424891439405,0.03943355394014743
18,21,21,p700_reference,132.0,105.0,820nm,52031,20240726_0726rice_USDA_Pho1[-N]#1_1_DA,21,0.132,rice,Pho1[-N]#1,1,-2.29939603161387,0.025739170520348725
19,22,22,p700_reference,137.0,110.0,820nm,52037,20240726_0726rice_USDA_Pho1[-N]#1_1_DA,22,0.137,rice,Pho1[-N]#1,1,-2.299661188466317,0.015468382955495399
20,23,23,p700_reference,142.0,115.0,820nm,52023,20240726_0726rice_USDA_Pho1[-N]#1_1_DA,23,0.142,rice,Pho1[-N]#1,1,-2.2990424891439405,0.03943355394014743
21,24,24,p700_reference,147.0,120.0,820nm,52032,20240726_0726rice_USDA_Pho1[-N]#1_1_DA,24,0.147,rice,Pho1[-N]#1,1,-2.2994402244226118,0.024027372592850236
22,25,25,p700_reference,152.0,125.0,820nm,52031,20240726_0726rice_USDA_Pho1[-N]#1_1_DA,25,0.152,rice,Pho1[-N]#1,1,-2.29939603161387,0.025739170520348725
23,26,26,p700_reference,157.0,130.0,820nm,52035,20240726_0726rice_USDA_Pho1[-N]#1_1_DA,26,0.157,rice,Pho1[-N]#1,1,-2.299572802848835,0.018891978810440774
24,27,27,p700_reference,162.0,135.0,820nm,52043,20240726_0726rice_USDA_Pho1[-N]#1_1_DA,27,0.162,rice,Pho1[-N]#1,1,-2.2999263453187644,0.005197595390642072
25,28,28,p700_reference,167.0,140.0,820nm,52035,20240726_0726rice_USDA_Pho1[-N]#1_1_DA,28,0.167,rice,Pho1[-N]#1,1,-2.299572802848835,0.018891978810440774
26,29,29,p700_reference,172.0,145.0,820nm,52031,20240726_0726rice_USDA_Pho1[-N]#1_1_DA,29,0.172,rice,Pho1[-N]#1,1,-2.29939603161387,0.025739170520348725
27,30,30,p700_reference,177.0,150.0,820nm,52045,20240726_0726rice_USDA_Pho1[-N]#1_1_DA,30,0.177,rice,Pho1[-N]#1,1,-2.300014730936246,0.0017739995357138984
28,31,31,p700_reference,182.0,155.0,820nm,52039,20240726_0726rice_USDA_Pho1[-N]#1_1_DA,31,0.182,rice,Pho1[-N]#1,1,-2.2997495740838,0.012044787100532821
29,32,32,p700_reference,187.0,160.0,820nm,52041,20240726_0726rice_USDA_Pho1[-N]#1_1_DA,32,0.187,rice,Pho1[-N]#1,1,-2.299837959701282,0.008621191245587446
30,33,33,p700_reference,192.0,165.0,820nm,52037,20240726_0726rice_USDA_Pho1[-N]#1_1_DA,33,0.192,rice,Pho1[-N]#1,1,-2.299661188466317,0.015468382955495399
31,34,34,p700_reference,197.0,170.0,820nm,52042,20240726_0726rice_USDA_Pho1[-N]#1_1_DA,34,0.197,rice,Pho1[-N]#1,1,-2.2998821525100235,0.006909393318106158
32,35,35,p700_reference,202.0,175.0,820nm,52039,20240726_0726rice_USDA_Pho1[-N]#1_1_DA,35,0.202,rice,Pho1[-N]#1,1,-2.2997495740838,0.012044787100532821
33,36,36,p700_reference,207.0,180.0,820nm,52039,20240726_0726rice_USDA_Pho1[-N]#1_1_DA,36,0.207,rice,Pho1[-N]#1,1,-2.2997495740838,0.012044787100532821
34,37,37,p700_reference,212.0,185.0,820nm,52037,20240726_0726rice_USDA_Pho1[-N]#1_1_DA,37,0.212,rice,Pho1[-N]#1,1,-2.299661188466317,0.015468382955495399
35,38,38,p700_reference,217.0,190.0,820nm,52027,20240726_0726rice_USDA_Pho1[-N]#1_1_DA,38,0.217,rice,Pho1[-N]#1,1,-2.299219260378905,0.032586362230256675
36,39,39,p700_reference,222.0,195.0,820nm,52025,20240726_0726rice_USDA_Pho1[-N]#1_1_DA,39,0.222,rice,Pho1[-N]#1,1,-2.2991308747614227,0.03600995808520205
37,40,40,p700_reference,227.0,200.0,820nm,52039,20240726_0726rice_USDA_Pho1[-N]#1_1_DA,40,0.227,rice,Pho1[-N]#1,1,-2.2997495740838,0.012044787100532821
38,41,41,p700_reference,232.0,205.0,820nm,52026,20240726_0726rice_USDA_Pho1[-N]#1_1_DA,41,0.232,rice,Pho1[-N]#1,1,-2.299175067570164,0.03429816015772076
39,42,42,p700_reference,237.0,210.0,820nm,52019,20240726_0726rice_USDA_Pho1[-N]#1_1_DA,42,0.237,rice,Pho1[-N]#1,1,-2.2988657179089755,0.046280745650055376
40,43,43,p700_reference,242.0,215.0,820nm,52029,20240726_0726rice_USDA_Pho1[-N]#1_1_DA,43,0.242,rice,Pho1[-N]#1,1,-2.299307645996388,0.0291627663752769
41,44,44,p700_reference,247.0,220.0,820nm,52037,20240726_0726rice_USDA_Pho1[-N]#1_1_DA,44,0.247,rice,Pho1[-N]#1,1,-2.299661188466317,0.015468382955495399
42,45,45,p700_reference,252.0,225.0,820nm,52037,20240726_0726rice_USDA_Pho1[-N]#1_1_DA,45,0.252,rice,Pho1[-N]#1,1,-2.299661188466317,0.015468382955495399
43,46,46,p700_reference,257.0,230.0,820nm,52030,20240726_0726rice_USDA_Pho1[-N]#1_1_DA,46,0.257,rice,Pho1[-N]#1,1,-2.2993518388051286,0.027450968447830012
44,47,47,p700_reference,262.0,235.0,820nm,52045,20240726_0726rice_USDA_Pho1[-N]#1_1_DA,47,0.262,rice,Pho1[-N]#1,1,-2.300014730936246,0.0017739995357138984
45,48,48,p700_reference,267.0,240.0,820nm,52032,20240726_0726rice_USDA_Pho1[-N]#1_1_DA,48,0.267,rice,Pho1[-N]#1,1,-2.2994402244226118,0.024027372592850236
46,49,49,p700_reference,272.0,245.0,820nm,52027,20240726_0726rice_USDA_Pho1[-N]#1_1_DA,49,0.272,rice,Pho1[-N]#1,1,-2.299219260378905,0.032586362230256675
47,50,50,p700_reference,277.0,250.0,820nm,52035,20240726_0726rice_USDA_Pho1[-N]#1_1_DA,50,0.277,rice,Pho1[-N]#1,1,-2.299572802848835,0.018891978810440774
48,51,51,p700_reference,282.0,255.0,820nm,52057,20240726_0726rice_USDA_Pho1[-N]#1_1_DA,51,0.282,rice,Pho1[-N]#1,1,-2.300545044641141,-0.018767575594009957
49,52,52,p700_reference,287.0,260.0,820nm,52032,20240726_0726rice_USDA_Pho1[-N]#1_1_DA,52,0.287,rice,Pho1[-N]#1,1,-2.2994402244226118,0.024027372592850236
50,53,53,p700_reference,292.0,265.0,820nm,52039,20240726_0726rice_USDA_Pho1[-N]#1_1_DA,53,0.292,rice,Pho1[-N]#1,1,-2.2997495740838,0.012044787100532821
51,54,54,p700_reference,297.0,270.0,820nm,52035,20240726_0726rice_USDA_Pho1[-N]#1_1_DA,54,0.297,rice,Pho1[-N]#1,1,-2.299572802848835,0.018891978810440774
52,55,55,p700_reference,302.0,275.0,820nm,52041,20240726_0726rice_USDA_Pho1[-N]#1_1_DA,55,0.302,rice,Pho1[-N]#1,1,-2.299837959701282,0.008621191245587446
53,56,56,p700_reference,307.0,280.0,820nm,52033,20240726_0726rice_USDA_Pho1[-N]#1_1_DA,56,0.307,rice,Pho1[-N]#1,1,-2.2994844172313527,0.022315574665386147
54,57,57,p700_reference,312.0,285.0,820nm,52023,20240726_0726rice_USDA_Pho1[-N]#1_1_DA,57,0.312,rice,Pho1[-N]#1,1,-2.2990424891439405,0.03943355394014743
55,58,58,p700_reference,317.0,290.0,820nm,52043,20240726_0726rice_USDA_Pho1[-N]#1_1_DA,58,0.317,rice,Pho1[-N]#1,1,-2.2999263453187644,0.005197595390642072
56,59,59,p700_reference,322.0,295.0,820nm,52038,20240726_0726rice_USDA_Pho1[-N]#1_1_DA,59,0.322,rice,Pho1[-N]#1,1,-2.2997053812750585,0.01375658502801411
57,60,60,p700_reference,327.0,300.0,820nm,52043,20240726_0726rice_USDA_Pho1[-N]#1_1_DA,60,0.327,rice,Pho1[-N]#1,1,-2.2999263453187644,0.005197595390642072
58,61,61,p700_reference,332.0,305.0,820nm,52050,20240726_0726rice_USDA_Pho1[-N]#1_1_DA,61,0.332,rice,Pho1[-N]#1,1,-2.300235694979953,-0.006784990101692544
59,62,62,p700_reference,337.0,310.0,820nm,52037,20240726_0726rice_USDA_Pho1[-N]#1_1_DA,62,0.337,rice,Pho1[-N]#1,1,-2.299661188466317,0.015468382955495399
60,63,63,p700_reference,342.0,315.0,820nm,52049,20240726_0726rice_USDA_Pho1[-N]#1_1_DA,63,0.342,rice,Pho1[-N]#1,1,-2.300191502171212,-0.005073192174228457
61,64,64,p700_reference,347.0,320.0,820nm,52035,20240726_0726rice_USDA_Pho1[-N]#1_1_DA,64,0.347,rice,Pho1[-N]#1,1,-2.299572802848835,0.018891978810440774
62,65,65,p700_reference,352.0,325.0,820nm,52030,20240726_0726rice_USDA_Pho1[-N]#1_1_DA,65,0.352,rice,Pho1[-N]#1,1,-2.2993518388051286,0.027450968447830012
63,66,66,p700_reference,357.0,330.0,820nm,52040,20240726_0726rice_USDA_Pho1[-N]#1_1_DA,66,0.357,rice,Pho1[-N]#1,1,-2.299793766892541,0.010332989173068735
64,67,67,p700_reference,362.0,335.0,820nm,52037,20240726_0726rice_USDA_Pho1[-N]#1_1_DA,67,0.362,rice,Pho1[-N]#1,1,-2.299661188466317,0.015468382955495399
65,68,68,p700_reference,367.0,340.0,820nm,52034,20240726_0726rice_USDA_Pho1[-N]#1_1_DA,68,0.367,rice,Pho1[-N]#1,1,-2.2995286100400936,0.02060377673792206
66,69,69,p700_reference,372.0,345.0,820nm,52039,20240726_0726rice_USDA_Pho1[-N]#1_1_DA,69,0.372,rice,Pho1[-N]#1,1,-2.2997495740838,0.012044787100532821
67,70,70,p700_reference,377.0,350.0,820nm,52043,20240726_0726rice_USDA_Pho1[-N]#1_1_DA,70,0.377,rice,Pho1[-N]#1,1,-2.2999263453187644,0.005197595390642072
68,71,71,p700_reference,382.0,355.0,820nm,52043,20240726_0726rice_USDA_Pho1[-N]#1_1_DA,71,0.382,rice,Pho1[-N]#1,1,-2.2999263453187644,0.005197595390642072
69,72,72,p700_reference,387.0,360.0,820nm,52025,20240726_0726rice_USDA_Pho1[-N]#1_1_DA,72,0.387,rice,Pho1[-N]#1,1,-2.2991308747614227,0.03600995808520205
70,73,73,p700_reference,392.0,365.0,820nm,52045,20240726_0726rice_USDA_Pho1[-N]#1_1_DA,73,0.392,rice,Pho1[-N]#1,1,-2.300014730936246,0.0017739995357138984
71,74,74,p700_reference,397.0,370.0,820nm,52031,20240726_0726rice_USDA_Pho1[-N]#1_1_DA,74,0.397,rice,Pho1[-N]#1,1,-2.29939603161387,0.025739170520348725
72,75,75,p700_reference,402.0,375.0,820nm,52034,20240726_0726rice_USDA_Pho1[-N]#1_1_DA,75,0.402,rice,Pho1[-N]#1,1,-2.2995286100400936,0.02060377673792206
73,76,76,p700_reference,407.0,380.0,820nm,52035,20240726_0726rice_USDA_Pho1[-N]#1_1_DA,76,0.407,rice,Pho1[-N]#1,1,-2.299572802848835,0.018891978810440774
74,77,77,p700_reference,412.0,385.0,820nm,52027,20240726_0726rice_USDA_Pho1[-N]#1_1_DA,77,0.412,rice,Pho1[-N]#1,1,-2.299219260378905,0.032586362230256675
75,78,78,p700_reference,417.0,390.0,820nm,52048,20240726_0726rice_USDA_Pho1[-N]#1_1_DA,78,0.417,rice,Pho1[-N]#1,1,-2.3001473093624707,-0.0033613942467471685
76,79,79,p700_reference,422.0,395.0,820nm,52043,20240726_0726rice_USDA_Pho1[-N]#1_1_DA,79,0.422,rice,Pho1[-N]#1,1,-2.2999263453187644,0.005197595390642072
77,80,80,p700_reference,427.0,400.0,820nm,52035,20240726_0726rice_USDA_Pho1[-N]#1_1_DA,80,0.427,rice,Pho1[-N]#1,1,-2.299572802848835,0.018891978810440774
78,81,81,p700_reference,432.0,405.0,820nm,52047,20240726_0726rice_USDA_Pho1[-N]#1_1_DA,81,0.432,rice,Pho1[-N]#1,1,-2.3001031165537293,-0.00164959631926588
79,82,82,p700_reference,437.0,410.0,820nm,52041,20240726_0726rice_USDA_Pho1[-N]#1_1_DA,82,0.437,rice,Pho1[-N]#1,1,-2.299837959701282,0.008621191245587446
80,83,83,p700_reference,442.0,415.0,820nm,52039,20240726_0726rice_USDA_Pho1[-N]#1_1_DA,83,0.442,rice,Pho1[-N]#1,1,-2.2997495740838,0.012044787100532821
81,84,84,p700_reference,447.0,420.0,820nm,52041,20240726_0726rice_USDA_Pho1[-N]#1_1_DA,84,0.447,rice,Pho1[-N]#1,1,-2.299837959701282,0.008621191245587446
82,85,85,p700_reference,452.0,425.0,820nm,52053,20240726_0726rice_USDA_Pho1[-N]#1_1_DA,85,0.452,rice,Pho1[-N]#1,1,-2.300368273406177,-0.011920383884136408
83,86,86,p700_reference,457.0,430.0,820nm,52035,20240726_0726rice_USDA_Pho1[-N]#1_1_DA,86,0.457,rice,Pho1[-N]#1,1,-2.299572802848835,0.018891978810440774
84,87,87,p700_reference,462.0,435.0,820nm,52041,20240726_0726rice_USDA_Pho1[-N]#1_1_DA,87,0.462,rice,Pho1[-N]#1,1,-2.299837959701282,0.008621191245587446
85,88,88,p700_reference,467.0,440.0,820nm,52041,20240726_0726rice_USDA_Pho1[-N]#1_1_DA,88,0.467,rice,Pho1[-N]#1,1,-2.299837959701282,0.008621191245587446
86,89,89,p700_reference,472.0,445.0,820nm,52051,20240726_0726rice_USDA_Pho1[-N]#1_1_DA,89,0.472,rice,Pho1[-N]#1,1,-2.3002798877886943,-0.008496788029173832
87,90,90,p700_reference,477.0,450.0,820nm,52043,20240726_0726rice_USDA_Pho1[-N]#1_1_DA,90,0.477,rice,Pho1[-N]#1,1,-2.2999263453187644,0.005197595390642072
88,91,91,p700_reference,482.0,455.0,820nm,52055,20240726_0726rice_USDA_Pho1[-N]#1_1_DA,91,0.482,rice,Pho1[-N]#1,1,-2.3004566590236597,-0.015343979739098986
89,92,92,p700_reference,487.0,460.0,820nm,52040,20240726_0726rice_USDA_Pho1[-N]#1_1_DA,92,0.487,rice,Pho1[-N]#1,1,-2.299793766892541,0.010332989173068735
90,93,93,p700_reference,492.0,465.0,820nm,52047,20240726_0726rice_USDA_Pho1[-N]#1_1_DA,93,0.492,rice,Pho1[-N]#1,1,-2.3001031165537293,-0.00164959631926588
91,94,94,p700_reference,497.0,470.0,820nm,52038,20240726_0726rice_USDA_Pho1[-N]#1_1_DA,94,0.497,rice,Pho1[-N]#1,1,-2.2997053812750585,0.01375658502801411
92,95,95,p700_reference,502.0,475.0,820nm,52035,20240726_0726rice_USDA_Pho1[-N]#1_1_DA,95,0.502,rice,Pho1[-N]#1,1,-2.299572802848835,0.018891978810440774
93,96,96,p700_reference,507.0,480.0,820nm,52059,20240726_0726rice_USDA_Pho1[-N]#1_1_DA,96,0.507,rice,Pho1[-N]#1,1,-2.300633430258624,-0.022191171448989733
94,97,97,p700_reference,512.0,485.0,820nm,52049,20240726_0726rice_USDA_Pho1[-N]#1_1_DA,97,0.512,rice,Pho1[-N]#1,1,-2.300191502171212,-0.005073192174228457
95,98,98,p700_reference,517.0,490.0,820nm,52057,20240726_0726rice_USDA_Pho1[-N]#1_1_DA,98,0.517,rice,Pho1[-N]#1,1,-2.300545044641141,-0.018767575594009957
