,labels,time_ms,time_ms_trace,wavelength,value,experiment_name,trace_num,time_s,plant_species,plant_genotype,plant_id
0,p700_reference,25.0,0.0,820nm,52475,20240618_061824_maize_HC69_2_DA,0,0.025,rice,HC69_2_DA.json,0
1,p700_reference,30.0,5.0,820nm,52503,20240618_061824_maize_HC69_2_DA,0,0.03,rice,HC69_2_DA.json,0
2,p700_reference,35.0,10.0,820nm,52503,20240618_061824_maize_HC69_2_DA,0,0.035,rice,HC69_2_DA.json,0
3,p700_reference,40.0,15.0,820nm,52518,20240618_061824_maize_HC69_2_DA,0,0.04,rice,HC69_2_DA.json,0
4,p700_reference,45.0,20.0,820nm,52515,20240618_061824_maize_HC69_2_DA,0,0.045,rice,HC69_2_DA.json,0
5,p700_reference,50.0,25.0,820nm,52513,20240618_061824_maize_HC69_2_DA,0,0.05,rice,HC69_2_DA.json,0
6,p700_reference,55.0,30.0,820nm,52519,20240618_061824_maize_HC69_2_DA,0,0.055,rice,HC69_2_DA.json,0
7,p700_reference,60.0,35.0,820nm,52515,20240618_061824_maize_HC69_2_DA,0,0.06,rice,HC69_2_DA.json,0
8,p700_reference,65.0,40.0,820nm,52515,20240618_061824_maize_HC69_2_DA,0,0.065,rice,HC69_2_DA.json,0
9,p700_reference,70.0,45.0,820nm,52531,20240618_061824_maize_HC69_2_DA,0,0.07,rice,HC69_2_DA.json,0
10,p700_reference,75.0,50.0,820nm,52513,20240618_061824_maize_HC69_2_DA,0,0.075,rice,HC69_2_DA.json,0
11,p700_reference,80.0,55.0,820nm,52515,20240618_061824_maize_HC69_2_DA,0,0.08,rice,HC69_2_DA.json,0
12,p700_reference,85.0,60.0,820nm,52525,20240618_061824_maize_HC69_2_DA,0,0.085,rice,HC69_2_DA.json,0
13,p700_reference,90.0,65.0,820nm,52525,20240618_061824_maize_HC69_2_DA,0,0.09,rice,HC69_2_DA.json,0
14,p700_reference,95.0,70.0,820nm,52529,20240618_061824_maize_HC69_2_DA,0,0.095,rice,HC69_2_DA.json,0
15,p700_reference,100.0,75.0,820nm,52523,20240618_061824_maize_HC69_2_DA,0,0.1,rice,HC69_2_DA.json,0
16,p700_reference,105.0,80.0,820nm,52509,20240618_061824_maize_HC69_2_DA,0,0.105,rice,HC69_2_DA.json,0
17,p700_reference,110.0,85.0,820nm,52519,20240618_061824_maize_HC69_2_DA,0,0.11,rice,HC69_2_DA.json,0
18,p700_reference,115.0,90.0,820nm,52535,20240618_061824_maize_HC69_2_DA,0,0.115,rice,HC69_2_DA.json,0
19,p700_reference,120.0,95.0,820nm,52531,20240618_061824_maize_HC69_2_DA,0,0.12,rice,HC69_2_DA.json,0
20,p700_reference,125.0,100.0,820nm,52521,20240618_061824_maize_HC69_2_DA,0,0.125,rice,HC69_2_DA.json,0
21,p700_reference,130.0,105.0,820nm,52527,20240618_061824_maize_HC69_2_DA,0,0.13,rice,HC69_2_DA.json,0
22,p700_reference,135.0,110.0,820nm,52527,20240618_061824_maize_HC69_2_DA,0,0.135,rice,HC69_2_DA.json,0
23,p700_reference,140.0,115.0,820nm,52527,20240618_061824_maize_HC69_2_DA,0,0.14,rice,HC69_2_DA.json,0
24,p700_reference,145.0,120.0,820nm,52521,20240618_061824_maize_HC69_2_DA,0,0.145,rice,HC69_2_DA.json,0
25,p700_reference,150.0,125.0,820nm,52523,20240618_061824_maize_HC69_2_DA,0,0.15,rice,HC69_2_DA.json,0
26,p700_reference,155.0,130.0,820nm,52515,20240618_061824_maize_HC69_2_DA,0,0.155,rice,HC69_2_DA.json,0
27,p700_reference,160.0,135.0,820nm,52527,20240618_061824_maize_HC69_2_DA,0,0.16,rice,HC69_2_DA.json,0
28,p700_reference,165.0,140.0,820nm,52512,20240618_061824_maize_HC69_2_DA,0,0.165,rice,HC69_2_DA.json,0
29,p700_reference,170.0,145.0,820nm,52531,20240618_061824_maize_HC69_2_DA,0,0.17,rice,HC69_2_DA.json,0
30,p700_reference,175.0,150.0,820nm,52515,20240618_061824_maize_HC69_2_DA,0,0.175,rice,HC69_2_DA.json,0
31,p700_reference,180.0,155.0,820nm,52531,20240618_061824_maize_HC69_2_DA,0,0.18,rice,HC69_2_DA.json,0
32,p700_reference,185.0,160.0,820nm,52533,20240618_061824_maize_HC69_2_DA,0,0.185,rice,HC69_2_DA.json,0
33,p700_reference,190.0,165.0,820nm,52533,20240618_061824_maize_HC69_2_DA,0,0.19,rice,HC69_2_DA.json,0
34,p700_reference,195.0,170.0,820nm,52535,20240618_061824_maize_HC69_2_DA,0,0.195,rice,HC69_2_DA.json,0
35,p700_reference,200.0,175.0,820nm,52529,20240618_061824_maize_HC69_2_DA,0,0.2,rice,HC69_2_DA.json,0
36,p700_reference,205.0,180.0,820nm,52530,20240618_061824_maize_HC69_2_DA,0,0.205,rice,HC69_2_DA.json,0
37,p700_reference,210.0,185.0,820nm,52535,20240618_061824_maize_HC69_2_DA,0,0.21,rice,HC69_2_DA.json,0
38,p700_reference,215.0,190.0,820nm,52521,20240618_061824_maize_HC69_2_DA,0,0.215,rice,HC69_2_DA.json,0
39,p700_reference,220.0,195.0,820nm,52525,20240618_061824_maize_HC69_2_DA,0,0.22,rice,HC69_2_DA.json,0
40,p700_reference,225.0,200.0,820nm,52525,20240618_061824_maize_HC69_2_DA,0,0.225,rice,HC69_2_DA.json,0
41,p700_reference,230.0,205.0,820nm,52517,20240618_061824_maize_HC69_2_DA,0,0.23,rice,HC69_2_DA.json,0
42,p700_reference,235.0,210.0,820nm,52522,20240618_061824_maize_HC69_2_DA,0,0.235,rice,HC69_2_DA.json,0
43,p700_reference,240.0,215.0,820nm,52522,20240618_061824_maize_HC69_2_DA,0,0.24,rice,HC69_2_DA.json,0
44,p700_reference,245.0,220.0,820nm,52521,20240618_061824_maize_HC69_2_DA,0,0.245,rice,HC69_2_DA.json,0
45,p700_reference,250.0,225.0,820nm,52515,20240618_061824_maize_HC69_2_DA,0,0.25,rice,HC69_2_DA.json,0
46,p700_reference,255.0,230.0,820nm,52517,20240618_061824_maize_HC69_2_DA,0,0.255,rice,HC69_2_DA.json,0
47,p700_reference,260.0,235.0,820nm,52505,20240618_061824_maize_HC69_2_DA,0,0.26,rice,HC69_2_DA.json,0
48,p700_reference,265.0,240.0,820nm,52509,20240618_061824_maize_HC69_2_DA,0,0.265,rice,HC69_2_DA.json,0
49,p700_reference,270.0,245.0,820nm,52507,20240618_061824_maize_HC69_2_DA,0,0.27,rice,HC69_2_DA.json,0
50,p700_reference,275.0,250.0,820nm,52515,20240618_061824_maize_HC69_2_DA,0,0.275,rice,HC69_2_DA.json,0
51,p700_reference,280.0,255.0,820nm,52515,20240618_061824_maize_HC69_2_DA,0,0.28,rice,HC69_2_DA.json,0
52,p700_reference,285.0,260.0,820nm,52527,20240618_061824_maize_HC69_2_DA,0,0.285,rice,HC69_2_DA.json,0
53,p700_reference,290.0,265.0,820nm,52505,20240618_061824_maize_HC69_2_DA,0,0.29,rice,HC69_2_DA.json,0
54,p700_reference,295.0,270.0,820nm,52523,20240618_061824_maize_HC69_2_DA,0,0.295,rice,HC69_2_DA.json,0
55,p700_reference,300.0,275.0,820nm,52529,20240618_061824_maize_HC69_2_DA,0,0.3,rice,HC69_2_DA.json,0
56,p700_reference,305.0,280.0,820nm,52535,20240618_061824_maize_HC69_2_DA,0,0.305,rice,HC69_2_DA.json,0
57,p700_reference,310.0,285.0,820nm,52529,20240618_061824_maize_HC69_2_DA,0,0.31,rice,HC69_2_DA.json,0
58,p700_reference,315.0,290.0,820nm,52543,20240618_061824_maize_HC69_2_DA,0,0.315,rice,HC69_2_DA.json,0
59,p700_reference,320.0,295.0,820nm,52531,20240618_061824_maize_HC69_2_DA,0,0.32,rice,HC69_2_DA.json,0
60,p700_reference,325.0,300.0,820nm,52527,20240618_061824_maize_HC69_2_DA,0,0.325,rice,HC69_2_DA.json,0
61,p700_reference,330.0,305.0,820nm,52535,20240618_061824_maize_HC69_2_DA,0,0.33,rice,HC69_2_DA.json,0
62,p700_reference,335.0,310.0,820nm,52515,20240618_061824_maize_HC69_2_DA,0,0.335,rice,HC69_2_DA.json,0
63,p700_reference,340.0,315.0,820nm,52537,20240618_061824_maize_HC69_2_DA,0,0.34,rice,HC69_2_DA.json,0
64,p700_reference,345.0,320.0,820nm,52535,20240618_061824_maize_HC69_2_DA,0,0.345,rice,HC69_2_DA.json,0
65,p700_reference,350.0,325.0,820nm,52527,20240618_061824_maize_HC69_2_DA,0,0.35,rice,HC69_2_DA.json,0
66,p700_reference,355.0,330.0,820nm,52523,20240618_061824_maize_HC69_2_DA,0,0.355,rice,HC69_2_DA.json,0
67,p700_reference,360.0,335.0,820nm,52531,20240618_061824_maize_HC69_2_DA,0,0.36,rice,HC69_2_DA.json,0
68,p700_reference,365.0,340.0,820nm,52535,20240618_061824_maize_HC69_2_DA,0,0.365,rice,HC69_2_DA.json,0
69,p700_reference,370.0,345.0,820nm,52535,20240618_061824_maize_HC69_2_DA,0,0.37,rice,HC69_2_DA.json,0
70,p700_reference,375.0,350.0,820nm,52531,20240618_061824_maize_HC69_2_DA,0,0.375,rice,HC69_2_DA.json,0
71,p700_reference,380.0,355.0,820nm,52527,20240618_061824_maize_HC69_2_DA,0,0.38,rice,HC69_2_DA.json,0
72,p700_reference,385.0,360.0,820nm,52529,20240618_061824_maize_HC69_2_DA,0,0.385,rice,HC69_2_DA.json,0
73,p700_reference,390.0,365.0,820nm,52535,20240618_061824_maize_HC69_2_DA,0,0.39,rice,HC69_2_DA.json,0
74,p700_reference,395.0,370.0,820nm,52529,20240618_061824_maize_HC69_2_DA,0,0.395,rice,HC69_2_DA.json,0
75,p700_reference,400.0,375.0,820nm,52529,20240618_061824_maize_HC69_2_DA,0,0.4,rice,HC69_2_DA.json,0
76,p700_reference,405.0,380.0,820nm,52536,20240618_061824_maize_HC69_2_DA,0,0.405,rice,HC69_2_DA.json,0
77,p700_reference,410.0,385.0,820nm,52510,20240618_061824_maize_HC69_2_DA,0,0.41,rice,HC69_2_DA.json,0
78,p700_reference,415.0,390.0,820nm,52531,20240618_061824_maize_HC69_2_DA,0,0.415,rice,HC69_2_DA.json,0
79,p700_reference,420.0,395.0,820nm,52529,20240618_061824_maize_HC69_2_DA,0,0.42,rice,HC69_2_DA.json,0
80,p700_reference,425.0,400.0,820nm,52531,20240618_061824_maize_HC69_2_DA,0,0.425,rice,HC69_2_DA.json,0
81,p700_reference,430.0,405.0,820nm,52525,20240618_061824_maize_HC69_2_DA,0,0.43,rice,HC69_2_DA.json,0
82,p700_reference,435.0,410.0,820nm,52536,20240618_061824_maize_HC69_2_DA,0,0.435,rice,HC69_2_DA.json,0
83,p700_reference,440.0,415.0,820nm,52539,20240618_061824_maize_HC69_2_DA,0,0.44,rice,HC69_2_DA.json,0
84,p700_reference,445.0,420.0,820nm,52537,20240618_061824_maize_HC69_2_DA,0,0.445,rice,HC69_2_DA.json,0
85,p700_reference,450.0,425.0,820nm,52533,20240618_061824_maize_HC69_2_DA,0,0.45,rice,HC69_2_DA.json,0
86,p700_reference,455.0,430.0,820nm,52539,20240618_061824_maize_HC69_2_DA,0,0.455,rice,HC69_2_DA.json,0
